"external_gene_name"	"length"	"biotype"	"protein_coding"	"antisense"	"processed_pseudogene"	"transcribed_processed_pseudogene"	"X3prime_overlapping_ncRNA"	"lincRNA"	"sense_intronic"	"sense_overlapping"	"miRNA"	"rRNA"	"snRNA"	"snoRNA"	"vaultRNA"	"macro_lncRNA"	"unprocessed_pseudogene"	"TEC"	"misc_RNA"	"processed_transcript"	"bidirectional_promoter_lncRNA"	"transcribed_unprocessed_pseudogene"	"unitary_pseudogene"	"transcribed_unitary_pseudogene"	"polymorphic_pseudogene"	"IG_V_gene"	"pseudogene"	"ribozyme"	"sRNA"	"non_coding"	"scaRNA"	"IG_C_pseudogene"
"18911"	"EEF1DP3"	781	"transcribed_unprocessed_pseudogene"	6	1	1	0	0	0	0	0	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18913"	"NOS2P3"	10912	"transcribed_unprocessed_pseudogene"	5	3	18	6	0	8	1	0	0	0	4	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18915"	"PTGES2-AS1"	2099	"lincRNA"	33	9	2	0	0	4	2	0	8	1	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18917"	"LINC00642"	3675	"lincRNA"	7	4	3	0	0	6	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18919"	"AGGF1P2"	2105	"processed_pseudogene"	19	4	6	0	0	2	0	0	2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18921"	"RNASEH2B-AS1"	48592	"antisense"	6	2	2	0	0	2	0	0	1	2	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18923"	"PDYN-AS1"	60271	"antisense"	14	3	3	0	0	2	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18925"	"C11orf94"	769	"protein_coding"	13	3	2	0	0	10	0	0	2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18927"	"UBE2L5"	6128	"protein_coding"	6	2	4	0	0	10	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18929"	"PTGES3P4"	355	"processed_pseudogene"	22	3	7	0	0	2	0	0	1	0	4	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18931"	"RSL24D1P8"	491	"processed_pseudogene"	32	2	7	1	0	3	2	1	0	4	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18933"	"SCARNA10"	329	"snoRNA"	42	8	4	1	0	5	1	0	2	0	2	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18935"	"TCAM1P"	15087	"transcribed_unitary_pseudogene"	28	2	3	1	0	5	0	0	0	0	1	3	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18937"	"RN7SL316P"	271	"misc_RNA"	12	10	4	0	0	6	3	0	1	0	3	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18939"	"FGF14-IT1"	102192	"sense_intronic"	9	3	3	0	0	3	1	0	2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18941"	"RPL37P23"	293	"processed_pseudogene"	29	9	5	0	0	3	1	1	5	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18943"	"RPS4XP17"	753	"processed_pseudogene"	12	10	4	0	0	3	0	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18945"	"ACTN3"	16934	"protein_coding"	36	11	4	0	0	2	0	0	2	0	3	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18947"	"GAPDHP35"	975	"processed_pseudogene"	17	1	6	0	0	3	0	0	2	0	2	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18949"	"RNU6-885P"	103	"snRNA"	5	0	3	1	0	8	0	0	1	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18951"	"SF3A3P2"	1506	"processed_pseudogene"	16	1	3	0	0	2	0	0	1	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18953"	"RTL1"	4192	"protein_coding"	4	1	1	1	0	12	1	1	53	0	0	42	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18955"	"SETP17"	816	"processed_pseudogene"	8	2	4	1	0	3	0	0	1	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18957"	"HSPD1P12"	1382	"processed_pseudogene"	17	1	18	1	0	6	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18959"	"SUPT16HP1"	3132	"processed_pseudogene"	5	1	3	0	0	2	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18961"	"BTG1P1"	507	"processed_pseudogene"	9	6	11	0	0	4	0	0	1	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18963"	"LINC02395"	18367	"lincRNA"	22	6	9	1	0	3	1	0	1	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18965"	"LHX5-AS1"	8621	"antisense"	15	4	3	0	0	1	1	0	2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18967"	"UBE2CP4"	534	"processed_pseudogene"	5	1	3	0	0	2	1	0	1	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18969"	"ANP32AP1"	56398	"transcribed_processed_pseudogene"	6	1	9	1	0	4	0	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18971"	"HERC2P10"	28882	"unprocessed_pseudogene"	10	3	1	0	0	5	2	0	1	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18973"	"LINC01544"	8470	"lincRNA"	4	0	2	0	0	5	1	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18975"	"GOLGA6L7"	6842	"protein_coding"	7	1	6	1	0	1	0	0	2	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18977"	"MTCO1P28"	1527	"processed_pseudogene"	38	8	6	1	0	7	0	3	1	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18979"	"LINC01979"	11473	"lincRNA"	14	6	0	0	0	6	3	0	3	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18981"	"RYKP1"	1737	"processed_pseudogene"	18	7	4	0	0	4	0	0	0	1	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18983"	"TOMM20P3"	388	"processed_pseudogene"	5	6	4	0	0	0	2	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18985"	"DND1P1"	1058	"processed_pseudogene"	16	10	3	0	0	6	1	0	2	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18987"	"LINC01915"	34016	"lincRNA"	6	1	4	0	0	9	1	0	1	1	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18989"	"LINC01909"	17020	"lincRNA"	4	0	2	0	0	4	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18991"	"SLC25A6P4"	552	"processed_pseudogene"	9	3	1	0	0	7	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18993"	"ARHGAP27P2"	675	"processed_pseudogene"	10	2	4	0	0	9	0	0	1	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18995"	"EDDM13"	37681	"protein_coding"	24	5	7	3	0	8	3	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18997"	"CCDC177"	5021	"protein_coding"	12	0	3	0	0	3	1	0	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18999"	"MTDHP3"	671	"processed_pseudogene"	10	1	17	1	0	6	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19001"	"BNIP3P24"	556	"processed_pseudogene"	7	1	9	0	0	5	0	0	1	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19003"	"ERVV-1"	2201	"protein_coding"	27	3	6	6	0	3	2	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19005"	"PHACTR2P1"	23053	"transcribed_processed_pseudogene"	7	1	7	1	0	0	0	0	2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19007"	"TMEM261P1"	339	"processed_pseudogene"	5	0	4	0	0	4	4	0	0	0	0	84	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19009"	"SUMO2P15"	277	"processed_pseudogene"	31	9	6	0	0	3	3	0	0	1	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19011"	"SNORA51"	131	"snoRNA"	23	2	1	0	0	1	0	0	1	0	0	5	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19013"	"LINC02091"	7763	"lincRNA"	6	7	2	0	0	3	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19015"	"BARX2"	76339	"protein_coding"	8	0	4	0	0	2	0	0	0	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19017"	"WNT8A"	8473	"protein_coding"	19	3	3	1	0	2	0	0	1	0	3	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19019"	"SPAG6"	108779	"protein_coding"	8	0	4	0	0	6	1	1	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19021"	"PLA2G3"	5798	"protein_coding"	16	5	6	0	0	3	0	1	3	1	3	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19023"	"SALL4"	20189	"protein_coding"	4	0	2	0	0	2	0	0	1	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19024"	"RAB40AL"	1028	"protein_coding"	15	1	0	0	0	2	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19026"	"THEG"	14923	"protein_coding"	27	3	5	3	0	9	0	0	3	1	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19028"	"CYP2C18"	52569	"protein_coding"	10	4	7	0	0	1	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19030"	"OPRD1"	59125	"protein_coding"	14	3	3	0	0	4	0	0	0	0	2	6	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19032"	"MPL"	14923	"protein_coding"	19	6	7	0	1	2	0	0	4	1	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19034"	"TNFSF18"	11003	"protein_coding"	6	1	5	0	0	3	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19036"	"NEUROG3"	1540	"protein_coding"	11	3	10	0	0	2	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19038"	"CRISP2"	21232	"protein_coding"	14	1	2	0	0	2	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19040"	"KIRREL2"	11248	"protein_coding"	48	8	4	0	0	9	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19042"	"TAS2R3"	1100	"protein_coding"	15	4	6	0	0	2	1	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19044"	"C22orf24"	11997	"processed_transcript"	15	3	7	0	0	9	0	0	1	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19046"	"RIBC2"	18805	"protein_coding"	10	3	2	0	0	4	2	1	2	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19048"	"NMUR2"	41836	"protein_coding"	2	0	1	0	0	2	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19050"	"WDR38"	4473	"protein_coding"	14	3	5	0	0	1	0	0	2	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19052"	"FOXN4"	31241	"protein_coding"	15	3	0	0	0	1	1	1	1	1	2	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19054"	"KCNH5"	402583	"protein_coding"	5	1	6	0	0	3	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19056"	"SHISAL2B"	27782	"protein_coding"	6	0	2	0	0	2	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19058"	"LINC00266-1"	22747	"lincRNA"	17	4	3	0	0	1	0	0	8	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19060"	"DDX4"	79140	"protein_coding"	8	3	9	0	0	2	0	0	1	3	2	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19062"	"SPAG17"	231362	"protein_coding"	5	1	5	0	0	0	0	0	0	1	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19064"	"UNC5D"	561093	"protein_coding"	1	0	3	0	0	3	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19066"	"WNT9B"	53529	"protein_coding"	15	3	2	0	0	3	1	0	1	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19068"	"TCHH"	9137	"protein_coding"	26	10	4	1	0	2	1	0	0	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19070"	"LCN1"	5094	"protein_coding"	15	3	1	0	0	5	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19072"	"MSLNL"	13942	"protein_coding"	45	10	0	1	0	9	3	0	3	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19074"	"TEKT4"	5396	"protein_coding"	10	2	11	0	0	0	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19076"	"SLC45A2"	40114	"protein_coding"	7	0	5	0	0	2	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19078"	"DRGX"	31835	"protein_coding"	13	4	3	0	0	0	1	1	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19080"	"TEKT1"	42628	"protein_coding"	37	5	7	0	0	2	0	0	5	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19082"	"CCDC144A"	88344	"protein_coding"	16	5	10	0	0	8	1	0	1	0	2	3	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19084"	"KRT83"	7097	"protein_coding"	32	8	6	0	0	7	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19086"	"INSL5"	3515	"protein_coding"	9	2	1	0	0	0	1	0	1	0	2	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19088"	"SLC22A13"	12503	"protein_coding"	15	1	5	0	0	0	0	0	1	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19090"	"SNX31"	90533	"protein_coding"	9	3	4	0	0	6	0	1	2	0	3	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19092"	"MAP3K19"	82977	"protein_coding"	7	1	3	0	0	0	0	0	1	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19094"	"TMEM31"	3119	"protein_coding"	22	4	8	0	0	1	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19096"	"AGTR2"	4250	"protein_coding"	3	1	4	0	0	1	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19098"	"HLA-V"	6857	"transcribed_unprocessed_pseudogene"	25	3	12	1	0	5	0	0	0	0	0	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19100"	"RTKN2"	85672	"protein_coding"	4	1	1	0	0	2	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19102"	"GABRG3"	570709	"protein_coding"	4	4	4	0	0	3	3	0	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19104"	"FREM3"	123373	"protein_coding"	7	2	4	3	0	1	0	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19106"	"UMODL1-AS1"	6400	"sense_overlapping"	13	4	0	0	0	4	3	1	1	1	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19108"	"ZNF840P"	8179	"unprocessed_pseudogene"	13	2	2	1	0	3	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19110"	"SLC22A10"	231851	"protein_coding"	41	6	8	0	0	0	1	0	2	0	2	8	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19112"	"CYP4F3"	21928	"protein_coding"	23	1	6	0	0	8	0	0	2	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19114"	"ERCC6L"	34390	"protein_coding"	10	1	7	1	0	1	0	0	0	0	2	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19116"	"LIN28B"	146716	"protein_coding"	5	2	4	0	0	2	0	1	0	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19118"	"LRRC74B"	18208	"protein_coding"	17	3	8	0	0	7	0	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19120"	"GLRA4"	21431	"protein_coding"	22	4	8	0	0	1	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19122"	"S100A5"	4618	"protein_coding"	41	7	7	0	0	2	0	0	2	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19124"	"GGT3P"	69734	"transcribed_unprocessed_pseudogene"	14	2	9	2	0	9	4	0	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19126"	"RNU6-50P"	102	"snRNA"	6	0	9	0	0	3	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19128"	"RNA5SP78"	117	"rRNA"	9	3	4	0	1	3	0	0	0	1	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19130"	"RN7SKP239"	294	"misc_RNA"	31	2	4	1	0	3	0	0	3	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19132"	"LINC00898"	10526	"lincRNA"	1	0	1	0	0	8	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19134"	"TMEM211"	11741	"protein_coding"	14	8	7	0	0	6	1	0	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19136"	"SNORA36A"	131	"snoRNA"	34	3	7	0	0	3	0	1	3	0	0	3	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19138"	"IGLV1-50"	514	"IG_V_gene"	8	2	11	0	0	5	0	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19140"	"ATP6V0CP3"	466	"processed_pseudogene"	22	4	3	0	0	0	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19142"	"LINC02347"	30309	"lincRNA"	0	0	6	0	0	13	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19144"	"SRSF9P1"	529	"processed_pseudogene"	10	5	9	0	0	4	1	1	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19146"	"NLRP2B"	3193	"protein_coding"	4	0	5	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19148"	"GRK6P1"	1710	"processed_pseudogene"	8	1	11	2	0	2	1	0	0	1	2	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19150"	"RPSAP72"	357	"processed_pseudogene"	2	0	6	0	0	3	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19152"	"MIR1225"	89	"miRNA"	51	13	1	1	0	11	4	2	11	0	0	5	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19154"	"RNA5SP201"	123	"rRNA"	12	4	3	0	0	7	0	0	1	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19156"	"RN7SKP73"	291	"misc_RNA"	2	2	4	0	0	11	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19158"	"MTND5P28"	2098	"processed_pseudogene"	5	1	7	0	0	4	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19160"	"RPL7P57"	739	"processed_pseudogene"	15	2	18	0	0	2	0	0	1	1	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19162"	"CYP4A22-AS1"	82618	"lincRNA"	16	4	7	1	0	2	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19164"	"LINC00368"	7259	"lincRNA"	6	3	2	0	0	6	2	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19166"	"ELOCP21"	335	"processed_pseudogene"	16	4	3	0	0	3	1	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19168"	"LINC00390"	30858	"lincRNA"	7	2	2	1	0	7	2	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19170"	"PPIAP2"	491	"processed_pseudogene"	12	5	6	0	0	5	0	0	0	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19172"	"IL6R-AS1"	4236	"antisense"	23	7	4	0	0	1	0	0	3	0	4	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19174"	"LINC01494"	29825	"antisense"	38	8	2	0	0	2	0	0	5	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"19176"	"LINC02263"	12227	"lincRNA"	1	0	1	1	0	4	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
