"external_gene_name"	"length"	"biotype"	"protein_coding"	"antisense"	"processed_pseudogene"	"transcribed_processed_pseudogene"	"X3prime_overlapping_ncRNA"	"lincRNA"	"sense_intronic"	"sense_overlapping"	"miRNA"	"rRNA"	"snRNA"	"snoRNA"	"vaultRNA"	"macro_lncRNA"	"unprocessed_pseudogene"	"TEC"	"misc_RNA"	"processed_transcript"	"bidirectional_promoter_lncRNA"	"transcribed_unprocessed_pseudogene"	"unitary_pseudogene"	"transcribed_unitary_pseudogene"	"polymorphic_pseudogene"	"IG_V_gene"	"pseudogene"	"ribozyme"	"sRNA"	"non_coding"	"scaRNA"	"IG_C_pseudogene"	"3prime_overlapping_ncRNA"
"21909"	"DNAJB8"	4809	"protein_coding"	10	4	8	0	0	2	0	0	0	1	2	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"21911"	"C3orf22"	31966	"protein_coding"	12	5	3	1	0	2	0	0	0	1	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"21913"	"ZAR1"	4137	"protein_coding"	11	1	1	0	0	0	0	0	0	0	4	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"21915"	"PRSS40A"	13332	"protein_coding"	19	6	8	1	0	0	0	0	0	0	3	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"21917"	"PRR23B"	1895	"protein_coding"	12	3	7	0	0	3	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"21919"	"SCN10A"	119410	"protein_coding"	15	4	5	0	0	0	0	0	1	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"21921"	"PRR27"	43183	"protein_coding"	23	0	1	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"21923"	"LRRIQ4"	15853	"protein_coding"	11	8	5	1	0	1	1	0	0	0	3	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"21925"	"GK2"	1941	"protein_coding"	5	1	0	0	0	4	0	0	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"21927"	"POTEI"	50211	"protein_coding"	18	6	10	1	0	0	0	0	0	0	3	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"21929"	"NUP210P1"	11330	"transcribed_processed_pseudogene"	11	2	3	1	0	2	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"21931"	"PABPC1P2"	1804	"processed_pseudogene"	0	0	4	0	0	2	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"21933"	"RNU1-96P"	161	"snRNA"	3	0	6	1	0	5	0	0	0	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"21935"	"POTEKP"	35514	"unprocessed_pseudogene"	7	1	13	1	0	8	0	0	1	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"21937"	"HSP90AB2P"	5243	"transcribed_processed_pseudogene"	3	0	2	1	0	6	0	0	1	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"21939"	"KRBOX1-AS1"	2533	"antisense"	19	9	2	0	0	1	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"21941"	"PPP1R14BP2"	443	"processed_pseudogene"	10	2	5	0	0	7	1	0	2	1	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"21943"	"NPM1P32"	603	"processed_pseudogene"	4	2	4	0	0	1	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"21945"	"KRT18P17"	1278	"processed_pseudogene"	9	1	4	0	0	1	0	0	0	1	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"21947"	"GNAQP1"	1066	"processed_pseudogene"	9	1	11	1	0	5	0	0	1	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"21949"	"IQCJ"	303379	"protein_coding"	8	4	7	0	0	2	1	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"21951"	"IQCF5"	1863	"protein_coding"	31	2	2	1	0	0	0	0	2	1	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"21953"	"OR7E122P"	10758	"transcribed_unprocessed_pseudogene"	6	3	0	0	0	2	0	0	0	0	1	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"21955"	"NOC2LP2"	1943	"processed_pseudogene"	9	1	11	1	0	5	0	0	1	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"21957"	"RN7SKP281"	351	"misc_RNA"	5	0	2	0	0	1	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"21959"	"LINC01986"	744	"lincRNA"	1	1	1	0	0	2	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"21961"	"DAZAP2P1"	502	"processed_pseudogene"	8	2	9	0	0	3	0	0	0	0	1	4	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"21963"	"LINC00691"	6969	"lincRNA"	5	1	3	1	0	2	1	0	1	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"21965"	"LINC01087"	12590	"lincRNA"	7	1	13	1	0	8	0	0	1	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"21967"	"LINC01886"	26839	"lincRNA"	2	0	3	0	0	7	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"21969"	"ATP2B2-IT2"	786	"sense_intronic"	10	3	0	0	0	2	2	0	2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"21971"	"LINC01594"	50093	"antisense"	7	3	10	0	0	3	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"21973"	"ZNF385D-AS1"	37143	"antisense"	1	1	1	0	0	2	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"21975"	"NAALADL2-AS1"	3188	"antisense"	1	1	6	0	0	1	0	0	1	0	3	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"21977"	"GRM7-AS3"	173760	"lincRNA"	1	1	2	0	0	3	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"21979"	"LINC00606"	4708	"lincRNA"	8	3	1	0	0	2	2	0	2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"21981"	"HSPA9P1"	2028	"processed_pseudogene"	4	1	6	0	0	2	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"21983"	"EEF1GP3"	1287	"processed_pseudogene"	7	1	5	0	0	3	0	0	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"21985"	"CCDC148-AS1"	69519	"antisense"	4	2	4	0	0	4	1	0	0	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"21987"	"SRGAP3-AS3"	2613	"antisense"	10	5	2	0	0	1	0	0	0	0	0	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"21989"	"LINC01209"	2846	"lincRNA"	1	1	2	0	0	4	0	0	1	1	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"21991"	"RPL23AP26"	463	"processed_pseudogene"	12	1	8	0	0	2	0	1	3	0	3	3	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"21993"	"LINC02041"	605	"lincRNA"	8	3	0	0	0	3	0	0	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"21995"	"LINC01981"	3248	"lincRNA"	5	0	5	1	0	5	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"21997"	"LINC02572"	52427	"lincRNA"	9	1	9	1	0	2	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"21999"	"IQCF3"	13252	"protein_coding"	31	2	1	1	0	0	0	0	2	1	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22001"	"PGAM1P3"	564	"processed_pseudogene"	7	1	5	0	0	2	0	0	0	0	2	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22003"	"CICP6"	2813	"processed_pseudogene"	6	2	2	0	0	1	0	0	0	0	4	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22005"	"NEK2P4"	1328	"processed_pseudogene"	11	3	12	1	0	3	0	0	1	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22007"	"LINC01818"	129657	"lincRNA"	1	1	0	0	0	7	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22009"	"SAP18P3"	395	"processed_pseudogene"	6	0	3	0	0	1	0	0	1	0	3	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22011"	"GPS2P2"	887	"processed_pseudogene"	16	5	4	1	0	4	0	0	1	0	1	5	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22013"	"BMS1P19"	874	"processed_pseudogene"	8	0	9	1	0	2	1	0	3	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22015"	"SGO1-AS1"	971723	"processed_transcript"	6	1	4	0	0	2	0	0	1	0	3	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22017"	"DPP10-AS3"	5116	"antisense"	1	3	0	0	0	0	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22019"	"LINC00575"	8324	"lincRNA"	10	2	8	1	0	2	0	0	1	0	2	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22021"	"LINC02022"	7689	"lincRNA"	10	1	3	0	0	1	0	0	0	1	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22023"	"LINC00690"	5053	"lincRNA"	6	3	1	0	0	3	0	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22025"	"CDC27P1"	714	"processed_pseudogene"	4	1	5	0	0	7	0	0	1	1	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22027"	"RPL36P20"	318	"processed_pseudogene"	4	1	7	0	0	0	0	0	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22029"	"LINC01878"	23933	"lincRNA"	3	0	1	0	0	6	0	1	3	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22031"	"MTCO2P18"	657	"unprocessed_pseudogene"	9	1	11	1	0	5	0	0	1	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22033"	"LINC02020"	10351	"lincRNA"	14	5	4	1	0	4	0	0	1	0	1	5	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22035"	"BSN-AS1"	1286	"antisense"	28	5	3	0	0	2	1	0	2	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22037"	"RPL7AP25"	804	"processed_pseudogene"	1	0	5	0	0	3	0	1	0	1	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22039"	"NKX1-1"	3399	"protein_coding"	19	5	1	0	0	4	2	0	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22041"	"SOCS5P3"	1575	"processed_pseudogene"	18	4	6	0	0	2	0	0	1	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22043"	"EEF1E1P1"	827	"processed_pseudogene"	7	0	10	0	0	5	0	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22045"	"DLX2-AS1"	6976	"lincRNA"	8	3	0	0	0	2	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22047"	"ANKRD44-IT1"	51661	"sense_intronic"	14	3	5	0	0	0	1	0	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22049"	"ATP2B2-IT1"	4120	"sense_intronic"	12	3	0	0	0	2	2	0	2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22051"	"RPSAP11"	880	"processed_pseudogene"	8	1	9	0	0	0	1	0	1	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22053"	"GRM7-AS2"	1390	"antisense"	1	1	2	0	0	2	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22055"	"RNU6-1132P"	106	"snRNA"	3	0	6	0	0	7	0	0	1	1	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22057"	"NPM1P29"	802	"processed_pseudogene"	7	2	9	1	0	5	1	0	0	0	4	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22059"	"LINC00879"	214337	"lincRNA"	0	0	4	0	0	1	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22061"	"IGSF11-AS1"	5168	"antisense"	7	3	1	0	0	1	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22063"	"EEF1GP4"	1306	"processed_pseudogene"	5	0	4	0	0	3	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22065"	"ARHGEF3-AS1"	20814	"antisense"	10	2	1	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22067"	"SAMMSON"	518514	"lincRNA"	4	0	5	0	0	3	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22069"	"LINC02030"	4538	"lincRNA"	4	2	0	0	0	7	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22071"	"LINC02042"	12872	"lincRNA"	11	2	1	0	0	5	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22073"	"LINC02024"	12239	"lincRNA"	0	0	1	0	0	4	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22075"	"LINC01192"	233640	"lincRNA"	0	0	1	0	0	3	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22077"	"LINC00635"	41772	"lincRNA"	6	0	0	0	0	5	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22079"	"LINC02029"	6706	"lincRNA"	6	2	6	0	0	4	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22081"	"LINC02053"	8332	"lincRNA"	4	2	8	0	0	3	0	0	0	1	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22083"	"TPT1P3"	816	"processed_pseudogene"	8	2	8	0	0	0	1	0	0	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22085"	"DNAJB8-AS1"	8723	"antisense"	10	4	8	0	0	2	0	0	0	1	2	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22087"	"FOXP1-IT1"	4202	"sense_intronic"	4	3	1	0	0	3	2	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22089"	"LINC02025"	8443	"lincRNA"	1	0	1	0	0	2	0	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22091"	"RPL6P9"	1489	"processed_pseudogene"	9	3	4	0	0	1	0	1	0	1	4	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22093"	"LINC01206"	58335	"lincRNA"	1	0	4	0	0	6	0	1	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22095"	"ICE2P2"	2786	"processed_pseudogene"	2	0	3	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22097"	"AADACL2-AS1"	176732	"antisense"	10	2	4	1	0	2	0	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22099"	"MARK3P3"	726	"processed_pseudogene"	16	5	12	0	0	3	0	0	1	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22101"	"CCDC39-AS1"	20365	"antisense"	4	1	9	0	0	3	0	1	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22103"	"LINC02045"	84369	"lincRNA"	1	0	2	0	0	7	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22105"	"CFAP44-AS1"	30001	"antisense"	11	4	6	0	0	3	0	0	2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22107"	"RPS18P6"	457	"processed_pseudogene"	0	0	3	1	0	1	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22109"	"UBE2Q2P9"	201	"processed_pseudogene"	5	2	3	0	0	9	1	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22111"	"LINC01995"	8860	"lincRNA"	2	2	5	0	0	7	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22113"	"LINC02077"	8089	"lincRNA"	1	0	1	0	0	3	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22115"	"LINC02383"	35016	"lincRNA"	1	0	4	0	0	3	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22117"	"SLIT2-IT1"	2667	"sense_intronic"	3	1	1	0	0	1	1	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22119"	"LINC02380"	40114	"lincRNA"	4	1	2	0	0	7	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22121"	"MED15P8"	1799	"unprocessed_pseudogene"	11	3	11	1	0	3	0	0	1	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22123"	"PCNAP1"	1131	"transcribed_processed_pseudogene"	13	4	5	2	0	1	0	0	1	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22125"	"LINC02173"	19824	"lincRNA"	5	1	1	0	0	1	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22127"	"CCDC37-AS1"	1819	"antisense"	13	5	4	1	0	3	0	0	0	1	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22129"	"CYCTP"	11967	"unitary_pseudogene"	9	8	4	0	0	0	1	0	0	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22131"	"LINC01216"	14834	"sense_intronic"	3	2	0	0	0	0	3	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22133"	"LINC02494"	11813	"lincRNA"	0	0	2	0	0	4	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22135"	"ABT1P1"	820	"processed_pseudogene"	11	3	5	2	0	1	0	0	1	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22137"	"LINC02493"	14302	"lincRNA"	6	1	3	0	0	2	0	0	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22139"	"LNX1-AS1"	53178	"antisense"	5	1	3	0	0	1	3	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22141"	"OR5AC4P"	4879	"transcribed_unprocessed_pseudogene"	18	4	3	0	0	2	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22143"	"OR7E21P"	986	"unprocessed_pseudogene"	7	2	5	0	0	2	1	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22145"	"LINC02270"	27835	"lincRNA"	0	0	2	0	0	4	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22147"	"LINC02429"	62677	"lincRNA"	0	0	0	0	0	6	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22149"	"XIRP2-AS1"	17051	"antisense"	1	1	1	0	0	1	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22151"	"RN7SL664P"	304	"misc_RNA"	18	1	7	1	0	0	1	0	5	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22153"	"LINC01966"	4299	"lincRNA"	1	2	2	0	0	5	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22155"	"RNU1-30P"	162	"snRNA"	12	5	8	0	0	4	0	0	1	1	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22157"	"UCP1"	9371	"protein_coding"	8	3	4	0	0	1	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22159"	"IL5"	15394	"protein_coding"	23	5	5	0	0	3	0	0	2	1	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22161"	"TTC29"	239244	"protein_coding"	4	2	1	0	0	2	0	0	2	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22163"	"HIST1H2BA"	515	"protein_coding"	35	2	7	1	0	2	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"22165"	"SLC25A31"	43921	"protein_coding"	8	1	6	0	0	1	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
